,y
31353,no
31357,no
31358,no
31361,no
31362,no
31363,no
31364,yes
31365,no
31366,no
31367,yes
31368,no
31369,no
31370,no
31372,no
31373,no
31374,no
31375,no
31376,no
31377,no
31378,no
31379,no
31380,no
31382,no
31384,no
31385,no
31387,no
31388,no
31389,no
31391,no
31392,no
31393,no
31396,no
31397,no
31398,no
31400,yes
31401,no
31402,no
31406,no
31407,yes
31408,no
31409,no
31410,no
31411,no
31412,no
31414,no
31415,no
31417,no
31419,no
31420,no
31421,no
31422,no
31423,no
31424,no
31425,no
31426,no
31427,no
31428,no
31429,no
31431,no
31432,no
31434,no
31436,yes
31437,no
31440,no
31441,no
31442,no
31443,no
31444,no
31445,no
31446,no
31448,no
31449,no
31451,no
31452,no
31453,no
31454,no
31455,no
31457,no
31459,no
31460,no
31462,no
31463,yes
31464,no
31465,no
31467,yes
31468,no
31469,no
31471,no
31472,no
31474,no
31475,no
31476,no
31477,no
31478,no
31480,no
31481,no
31482,no
31484,no
31485,no
31486,no
31487,no
31488,no
31489,no
31490,no
31492,no
31493,no
31494,no
31495,no
31496,no
31497,no
31498,no
31501,no
31502,no
31503,yes
31504,no
31506,no
31508,no
31509,yes
31511,no
31512,no
31513,no
31514,no
31515,no
31516,no
31517,no
31518,no
31520,no
31521,yes
31522,no
31523,no
31524,no
31525,no
31526,no
31527,no
31528,no
31529,no
31530,no
31532,no
31533,no
31534,no
31535,no
31537,no
31538,no
31540,no
31541,no
31542,no
31543,no
31544,no
31545,no
31546,no
31547,no
31548,no
31549,no
31550,no
31551,no
31553,no
31554,no
31555,no
31557,no
31559,no
31560,no
31561,no
31562,no
31563,no
31564,no
31565,no
31566,no
31567,no
31568,no
31569,no
31571,no
31572,no
31573,no
31574,no
31576,no
31577,no
31578,no
31579,no
31580,no
31582,no
31583,no
31584,no
31585,no
31587,no
31588,no
31589,no
31590,yes
31591,no
31592,no
31593,no
31595,no
31596,no
31597,no
31602,no
31603,no
31604,no
31605,no
31608,no
31609,no
31610,no
31611,no
31612,no
31613,no
31614,no
31615,no
31616,no
31617,no
31618,no
31619,no
31620,no
31622,no
31623,no
31624,no
31625,no
31626,no
31627,no
31628,no
31629,no
31630,no
31631,no
31632,no
31634,no
31635,no
31636,no
31637,no
31638,no
31639,no
31640,no
31641,no
31643,no
31644,no
31646,no
31647,no
31648,yes
31649,no
31650,no
31651,no
31652,yes
31653,no
31654,no
31655,no
31656,no
31657,yes
31658,yes
31659,no
31660,no
31661,no
31662,no
31664,no
31665,yes
31666,no
31668,no
31669,no
31670,no
31671,no
31672,no
31673,no
31675,no
31676,no
31677,no
31678,no
31679,no
31680,no
31681,no
31682,no
31683,no
31684,no
31685,no
31687,no
31688,no
31689,no
31690,no
31691,no
31692,no
31694,no
31695,no
31696,no
31697,no
31698,no
31699,no
31700,yes
31701,no
31702,yes
31703,no
31704,no
31705,yes
31706,no
31707,no
31709,no
31710,no
31713,no
31714,no
31716,no
31717,no
31718,no
31719,no
31720,no
31721,no
31723,no
31724,no
31725,no
31726,no
31727,no
31728,no
31729,no
31730,no
31731,no
31732,no
31733,no
31734,no
31736,no
31737,no
31740,no
31741,no
31742,no
31745,no
31746,no
31747,no
31748,no
31749,no
31750,no
31751,no
31752,no
31754,yes
31755,no
31756,no
31757,no
31760,no
31761,no
31762,no
31763,no
31764,no
31765,no
31767,no
31768,no
31769,no
31770,no
31771,no
31772,no
31773,no
31774,yes
31776,no
31777,no
31781,no
31782,no
31783,no
31784,no
31785,no
31786,no
31787,no
31789,no
31790,no
31791,yes
31792,no
31793,no
31794,no
31795,no
31796,no
31797,no
31798,no
31799,no
31800,no
31801,no
31802,no
31804,no
31805,no
31806,yes
31807,no
31808,no
31809,no
31810,no
31812,no
31813,no
31814,no
31817,no
31818,no
31820,no
31821,no
31822,no
31823,no
31824,no
31825,no
31829,yes
31830,no
31831,no
31833,no
31835,no
31836,no
31837,no
31839,no
31840,no
31841,no
31842,no
31843,no
31844,no
31845,no
31846,no
31848,no
31851,no
31854,no
31855,no
31856,no
31857,no
31858,no
31859,no
31860,no
31862,no
31863,no
31864,no
31865,no
31867,yes
31869,no
31871,no
31873,no
31874,no
31875,yes
31876,no
31877,no
31879,no
31880,no
31882,no
31883,no
31884,no
31885,yes
31887,no
31889,no
31890,no
31891,no
31892,no
31893,no
31896,yes
31897,no
31899,no
31901,no
31902,no
31903,no
31904,no
31906,no
31907,no
31910,no
31912,no
31913,no
31914,no
31915,no
31916,no
31919,no
31920,no
31921,no
31925,no
31926,no
31927,no
31928,no
31929,no
31931,no
31932,yes
31933,no
31935,no
31936,no
31937,no
31938,no
31939,yes
31940,no
31941,no
31942,no
31943,no
31945,no
31946,no
31947,no
31948,no
31949,no
31950,no
31951,no
31952,no
31953,no
31954,no
31956,no
31958,no
31960,no
31961,no
31962,no
31963,no
31964,no
31965,no
31966,no
31967,no
31968,no
31969,no
31970,no
31971,no
31973,no
31974,no
31976,no
31977,no
31982,no
31983,no
31984,yes
31985,no
31986,no
31987,no
31988,no
31989,yes
31990,no
31991,no
31992,no
31994,no
31996,no
31997,yes
31998,no
31999,no
32000,no
32001,no
32003,no
32004,no
32005,no
32007,no
32008,no
32009,no
32010,no
32011,no
32012,no
32013,yes
32015,no
32016,no
32018,no
32019,no
32020,no
32021,no
32022,no
32023,no
32025,no
32026,no
32027,no
32028,no
32029,yes
32030,no
32031,yes
32032,yes
32033,no
32036,no
32037,no
32039,no
32040,no
32041,no
32043,no
32044,no
32045,no
32046,no
32047,no
32048,no
32049,no
32050,no
32051,no
32052,no
32054,no
32055,no
32056,no
32057,no
32059,no
32060,no
32061,no
32062,no
32063,no
32065,no
32066,no
32067,no
32069,no
32070,no
32072,no
32073,no
32075,yes
32077,no
32079,no
32080,no
32081,no
32082,no
32083,no
32084,no
32085,no
32086,no
32087,no
32088,no
32089,no
32090,no
32092,no
32093,yes
32094,no
32095,no
32096,no
32098,no
32099,no
32100,no
32101,no
32102,no
32103,no
32104,no
32105,no
32107,no
32108,no
32109,no
32110,no
32111,no
32112,no
32113,no
32114,no
32115,no
32116,no
32117,no
32118,no
32119,no
32120,no
32121,no
32122,no
32124,no
32126,no
32127,no
32128,no
32129,no
32131,no
32132,no
32134,yes
32135,no
32136,no
32137,no
32138,yes
32139,no
32140,no
32141,no
32142,no
32144,no
32145,no
32147,no
32148,no
32149,no
32150,no
32152,no
32153,no
32154,no
32155,no
32156,no
32157,no
32158,no
32159,no
32160,no
32162,no
32164,no
32166,no
32167,no
32168,no
32169,no
32170,no
32171,no
32173,no
32174,no
32175,no
32176,no
32177,no
32179,no
32180,no
32181,no
32182,no
32183,no
32185,no
32186,no
32187,no
32188,no
32189,no
32191,yes
32192,no
32193,no
32194,no
32195,no
32196,no
32197,no
32198,no
32199,no
32200,no
32201,yes
32202,no
32203,no
32204,no
32205,no
32206,no
32207,no
32209,no
32210,no
32211,no
32212,no
32213,no
32214,no
32215,no
32216,no
32217,no
32218,no
32219,no
32220,no
32221,no
32222,no
32223,no
32224,no
32225,no
32226,no
32228,no
32229,no
32232,no
32233,no
32235,no
32236,no
32237,no
32239,no
32240,no
32242,no
32243,no
32244,no
32245,no
32246,no
32247,no
32248,no
32249,no
32250,no
32251,no
32252,no
32256,no
32257,no
32258,yes
32259,no
32260,no
32261,no
32262,no
32263,no
32264,no
32265,yes
32266,no
32267,no
32268,no
32269,no
32270,no
32271,no
32274,no
32275,no
32276,no
32277,no
32278,yes
32279,no
32280,no
32281,no
32282,no
32283,no
32284,no
32285,no
32286,no
32287,no
32288,yes
32290,no
32291,no
32292,no
32293,no
32294,no
32295,no
32296,no
32298,no
32299,no
32300,yes
32301,yes
32302,no
32303,no
32304,no
32306,no
32307,no
32310,no
32311,no
32312,no
32313,no
32314,no
32317,yes
32318,no
32319,no
32321,no
32322,no
32323,no
32324,no
32326,no
32327,no
32328,yes
32329,no
32331,no
32332,no
32333,no
32334,no
32335,no
32336,no
32337,no
32338,no
32339,no
32340,no
32341,yes
32342,no
32343,no
32344,no
32345,no
32346,no
32347,no
32348,yes
32349,yes
32350,no
32351,yes
32352,no
32353,no
32354,no
32355,no
32356,no
32357,no
32358,no
32359,no
32360,no
32362,no
32365,no
32366,no
32367,no
32368,no
32369,no
32370,no
32373,no
32374,no
32375,no
32376,no
32377,no
32378,no
32379,no
32381,no
32382,no
32383,no
32385,no
32386,no
32387,no
32388,no
32389,no
32390,no
32391,no
32392,no
32393,no
32394,no
32395,no
32396,no
32398,no
32399,no
32400,no
32401,no
32404,no
32406,no
32407,no
32408,no
32409,no
32410,no
32411,no
32412,no
32413,no
32414,no
32415,no
32416,no
32417,no
32418,no
32419,no
32420,no
32421,no
32423,no
32425,no
32426,no
32427,no
32429,no
32430,no
32431,no
32432,no
32433,no
32434,no
32435,no
32436,no
32437,no
32438,no
32439,no
32441,no
32442,no
32443,no
32444,no
32445,no
32446,no
32447,no
32448,no
32449,no
32451,no
32452,no
32453,no
32454,no
32455,no
32456,no
32457,no
32459,no
32460,no
32461,no
32462,no
32463,no
32464,no
32465,no
32466,no
32467,no
32468,no
32469,no
32471,no
32473,no
32475,no
32476,no
32478,no
32480,no
32481,no
32482,no
32484,no
32486,no
32488,no
32489,no
32490,no
32491,no
32492,no
32495,yes
32496,no
32497,no
32498,no
32499,no
32500,yes
32501,no
32502,no
32503,no
32508,no
32509,no
32511,no
32512,no
32513,no
32514,no
32516,no
32517,no
32518,no
32519,no
32520,no
32521,no
32522,no
32523,no
32524,no
32525,no
32526,no
32527,no
32529,no
32530,no
32532,no
32533,no
32534,no
32535,no
32536,no
32537,no
32538,no
32539,no
32540,no
32541,no
32542,no
32543,no
32544,no
32547,no
32548,no
32549,no
32550,no
32551,no
32552,no
32553,no
32554,no
32555,no
32556,no
32557,no
32558,no
32559,no
32561,no
32562,no
32563,no
32564,no
32565,no
32567,no
32568,no
32569,no
32570,no
32572,no
32573,no
32574,no
32576,no
32577,no
32579,no
32581,no
32582,no
32584,no
32586,no
32587,no
32588,no
32589,no
32591,no
32593,no
32594,no
32595,no
32597,no
32598,no
32599,no
32600,no
32603,no
32605,no
32608,no
32609,no
32610,no
32611,no
32612,no
32613,no
32616,no
32619,no
32621,no
32622,no
32623,no
32625,no
32626,no
32628,no
32629,no
32630,no
32632,no
32633,no
32634,no
32635,no
32636,no
32637,no
32638,yes
32639,yes
32640,no
32641,no
32642,no
32643,no
32644,no
32645,yes
32646,no
32647,no
32648,no
32649,no
32650,no
32651,no
32652,no
32653,no
32655,no
32656,no
32657,no
32658,no
32659,no
32661,no
32662,no
32663,no
32665,yes
32667,no
32668,yes
32669,no
32670,no
32671,no
32672,no
32673,no
32674,no
32675,no
32676,no
32677,no
32678,no
32679,no
32680,no
32681,no
32683,no
32684,no
32686,no
32687,no
32690,no
32691,no
32692,no
32693,no
32694,no
32695,no
32696,no
32698,no
32699,no
32700,no
32701,no
32702,no
32703,no
32704,no
32705,no
32706,no
32707,no
32709,no
32710,no
32711,no
32712,no
32713,no
32715,no
32716,no
32718,no
32720,yes
32722,no
32723,no
32724,no
32726,no
32728,yes
32729,no
32732,no
32733,no
32735,no
32736,no
32738,no
32740,no
32741,no
32742,no
32743,no
32744,no
32745,no
32746,no
32747,no
32748,no
32749,no
32750,no
32751,no
32752,no
32753,no
32754,no
32755,no
32756,no
32759,no
32760,no
32762,no
32763,no
32766,no
32767,no
32768,no
32769,no
32770,no
32771,no
32772,no
32773,no
32774,no
32775,no
32776,no
32777,no
32778,no
32779,no
32780,no
32781,no
32782,no
32783,no
32785,no
32788,no
32789,no
32790,yes
32791,no
32792,no
32793,no
32794,no
32796,no
32797,no
32799,no
32801,no
32802,no
32803,no
32804,no
32805,yes
32807,no
32808,no
32809,no
32810,no
32811,no
32812,no
32814,yes
32815,no
32816,no
32817,no
32818,no
32820,no
32821,no
32822,no
32824,no
32825,no
32829,no
32830,yes
32831,no
32832,no
32833,no
32835,no
32837,no
32839,no
32840,no
32841,no
32842,no
32843,yes
32844,no
32845,no
32846,no
32847,no
32848,no
32849,no
32850,no
32851,no
32852,no
32853,no
32854,no
32855,no
32856,no
32858,no
32859,no
32860,no
32861,no
32862,yes
32863,yes
32865,no
32866,no
32867,no
32868,no
32869,no
32871,no
32872,yes
32873,no
32876,no
32877,no
32878,no
32880,no
32881,yes
32882,no
32883,no
32884,no
32885,no
32886,no
32887,no
32888,no
32889,no
32891,no
32892,no
32893,no
32894,no
32895,no
32896,no
32897,no
32898,no
32899,no
32900,no
32901,no
32902,no
32903,no
32904,no
32905,no
32906,no
32907,no
32909,no
32910,no
32911,no
32912,no
32913,no
32914,no
32915,no
32916,no
32917,no
32918,no
32920,no
32921,no
32922,no
32923,no
32924,no
32925,no
32926,no
32927,no
32928,no
32930,no
32931,no
32932,no
32933,no
32935,no
32936,no
32937,no
32938,no
32939,no
32940,no
32941,no
32942,no
32943,no
32944,no
32945,no
32946,no
32947,no
32950,no
32951,no
32952,no
32953,no
32955,no
32956,no
32957,no
32958,no
32959,no
32960,no
32962,no
32963,no
32964,no
32965,no
32966,no
32967,no
32968,no
32969,no
32970,no
32971,no
32972,no
32974,no
32975,no
32976,no
32977,no
32978,no
32979,no
32980,no
32981,no
32982,no
32983,no
32984,no
32985,no
32986,no
32987,no
32988,yes
32989,no
32990,no
32992,no
32993,no
32994,no
32995,no
32996,no
32999,no
33000,no
33001,no
33003,no
33004,no
33005,no
33007,no
33008,no
33009,no
33010,no
33011,no
33012,no
33013,no
33014,no
33015,no
33016,no
33018,no
33019,no
33021,no
33022,no
33023,no
33024,no
33025,no
33026,no
33027,no
33028,no
33029,no
33031,no
33032,no
33035,yes
33036,no
33037,no
33038,no
33039,no
33040,no
33041,no
33043,no
33044,no
33045,no
33046,yes
33047,no
33052,no
33053,no
33054,no
33055,no
33056,no
33059,no
33060,yes
33061,no
33062,no
33063,no
33066,no
33068,no
33070,no
33071,no
33072,no
33073,no
33074,no
33075,no
33076,no
33079,no
33081,no
33082,no
33083,no
33084,no
33085,no
33088,no
33089,no
33090,no
33091,no
33093,no
33094,no
33095,no
33096,no
33097,no
33098,no
33100,no
33102,no
33103,no
33106,no
33108,no
33110,no
33111,no
33112,no
33113,no
33114,no
33115,no
33116,no
33117,no
33118,no
33119,no
33120,no
33121,no
33122,no
33123,no
33124,yes
33125,no
33126,no
33128,no
33130,no
33131,no
33132,no
33134,no
33135,no
33138,no
33139,no
33140,no
33141,no
33142,no
33144,no
33145,no
33146,no
33147,no
33149,no
33150,no
33151,no
33152,yes
33153,no
33154,yes
33156,no
33157,no
33158,no
33159,no
33160,no
33161,no
33162,no
33164,no
33165,no
33168,no
33171,no
33172,yes
33175,no
33176,no
33177,no
33181,no
33182,no
33183,no
33184,no
33186,no
33189,no
33190,no
33191,yes
33192,no
33193,no
33194,no
33195,no
33196,no
33197,no
33198,no
33199,no
33200,yes
33203,no
33204,no
33205,no
33206,no
33207,no
33208,no
33209,no
33211,no
33212,no
33213,no
33214,no
33217,yes
33218,no
33219,no
33222,no
33223,no
33224,no
33225,no
33226,no
33227,no
33228,no
33229,yes
33230,no
33231,no
33232,no
33233,no
33234,no
33235,no
33237,no
33238,no
33239,no
33240,no
33241,no
33242,no
33243,no
33245,no
33246,no
33248,no
33249,no
33251,no
33253,no
33254,no
33255,no
33256,no
33257,no
33258,no
33259,no
33260,no
33261,no
33263,no
33264,no
33266,no
33267,no
33268,no
33269,no
33270,no
33271,no
33272,no
33273,no
33274,no
33275,no
33276,no
33277,no
33279,no
33281,no
33282,no
33283,no
33284,no
33285,no
33286,no
33287,no
33288,no
33289,no
33290,no
33291,no
33294,yes
33295,no
33296,no
33298,no
33299,no
33300,no
33301,no
33302,yes
33303,no
33304,no
33305,no
33306,no
33307,no
33308,no
33309,no
33310,no
33311,no
33312,no
33313,no
33315,no
33316,no
33317,no
33319,no
33322,no
33324,no
33325,no
33326,no
33327,no
33328,no
33329,no
33330,no
33331,no
33333,no
33336,no
33337,no
33338,no
33339,no
33340,no
33341,no
33342,yes
33344,no
33346,no
33347,no
33348,no
33349,no
33350,no
33351,no
33352,no
33353,no
33354,no
33355,no
33356,no
33357,no
33358,no
33359,yes
33361,no
33362,no
33363,no
33365,no
33366,no
33367,no
33368,no
33370,no
33373,no
33374,no
33376,no
33377,no
33378,no
33380,no
33381,no
33385,no
33386,yes
33388,no
33389,no
33390,no
33391,no
33393,no
33394,no
33395,no
33396,no
33397,no
33398,yes
33400,no
33401,no
33402,no
33403,no
33404,no
33405,no
33406,no
33407,no
33408,no
33409,no
33410,no
33411,no
33412,no
33413,no
33414,no
33417,no
33418,no
33420,no
33421,no
33422,no
33424,no
33425,yes
33426,no
33427,no
33428,no
33429,no
33430,no
33431,no
33432,no
33433,yes
33434,no
33435,no
33436,no
33437,no
33438,yes
33439,no
33440,no
33441,no
33442,no
33444,no
33446,no
33447,no
33448,no
33450,no
33451,no
33452,no
33454,no
33455,no
33456,no
33457,no
33461,no
33462,no
33463,no
33464,no
33465,no
33466,no
33469,no
33470,no
33471,no
33472,no
33473,no
33474,no
33475,no
33476,no
33477,yes
33478,no
33480,no
33481,yes
33485,no
33486,no
33487,no
33488,no
33489,no
33490,no
33491,yes
33492,no
33493,no
33494,no
33495,no
33496,no
33497,no
33498,no
33500,no
33501,no
33502,yes
33503,yes
33504,no
33505,no
33506,no
33509,no
33510,no
33511,yes
33512,no
33513,no
33514,no
33515,yes
33516,no
33518,no
33520,no
33521,no
33523,no
33524,no
33525,no
33528,no
33529,no
33530,no
33532,no
33533,no
33535,no
33536,no
33537,no
33538,no
33539,no
33540,no
33541,no
33542,no
33543,no
33544,no
33547,no
33549,no
33551,no
33552,no
33553,no
33554,no
33555,no
33558,no
33559,no
33561,no
33562,no
33563,no
33564,yes
33565,no
33566,no
33568,no
33569,no
33570,no
33571,no
33572,no
33573,no
33574,no
33575,no
33576,no
33577,no
33578,no
33579,no
33580,no
33581,no
33584,no
33585,no
33586,no
33587,no
33588,no
33589,no
33591,no
33592,no
33595,no
33596,no
33598,no
33599,no
33600,no
33601,no
33602,no
33603,no
33604,no
33605,no
33606,no
33609,no
33610,no
33611,no
33612,no
33613,no
33614,no
33616,no
33618,no
33620,no
33621,yes
33622,no
33623,no
33624,no
33626,no
33627,no
33629,no
33630,no
33631,no
33633,no
33634,no
33635,no
33636,no
33637,no
33638,no
33639,no
33640,no
33641,no
33642,no
33643,no
33645,no
33648,no
33649,no
33651,no
33652,no
33655,no
33656,no
33658,no
33659,no
33661,no
33663,no
33664,no
33665,no
33666,yes
33667,no
33668,no
33669,no
33670,no
33671,no
33672,no
33673,no
33676,no
33677,no
33678,no
33681,no
33682,no
33683,no
33684,no
33685,no
33686,no
33687,no
33688,no
33690,no
33691,no
33693,no
33696,no
33697,no
33698,no
33699,no
33701,no
33703,no
33704,yes
33705,no
33707,no
33708,no
33710,no
33711,no
33712,no
33713,no
33715,no
33716,no
33717,no
33718,yes
33720,no
33722,no
33723,no
33724,no
33725,no
33727,no
33728,no
33729,no
33730,yes
33731,no
33732,no
33734,no
33735,no
33736,no
33737,no
33738,no
33739,no
33740,no
33742,no
33744,no
33745,no
33746,yes
33747,yes
33748,no
33749,no
33750,no
33752,yes
33753,no
33754,no
33755,no
33757,no
33758,no
33759,no
33760,yes
33761,no
33762,no
33763,no
33764,no
33765,yes
33766,no
33767,no
33770,no
33772,no
33773,yes
33774,no
33775,yes
33776,no
33777,no
33778,no
33780,yes
33781,no
33782,no
33783,no
33784,no
33785,no
33786,no
33788,no
33789,yes
33792,no
33793,no
33794,no
33797,no
33798,yes
33799,yes
33800,no
33802,no
33803,no
33804,no
33805,no
33807,no
33808,no
33809,no
33810,no
33811,no
33812,no
33813,no
33815,no
33816,no
33817,no
33819,no
33820,no
33822,no
33824,no
33825,no
33826,no
33827,no
33828,no
33829,no
33830,no
33832,no
33833,yes
33834,no
33835,no
33836,no
33837,no
33838,no
33841,no
33842,no
33844,no
33845,yes
33846,no
33847,no
33848,no
33849,no
33850,yes
33852,no
33853,no
33857,no
33858,no
33859,no
33860,no
33861,no
33865,no
33866,no
33867,no
33869,no
33870,no
33871,no
33872,no
33873,no
33874,no
33875,no
33876,no
33877,no
33880,no
33881,no
33882,no
33883,no
33884,yes
33886,no
33887,no
33889,no
33890,no
33891,no
33892,no
33893,no
33894,no
33895,no
33896,no
33897,no
33898,no
33899,no
33900,no
33901,no
33902,no
33903,no
33904,no
33907,no
33908,yes
33909,no
33910,no
33912,no
33913,yes
33914,no
33915,no
33916,yes
33917,no
33918,no
33921,no
33924,no
33925,no
33927,no
33928,no
33929,no
33930,no
33931,no
33932,no
33933,no
33934,no
33936,no
33938,no
33940,no
33941,no
33942,no
33943,no
33944,no
33945,no
33946,no
33947,no
33948,no
33949,no
33952,no
33954,no
33956,no
33957,no
33958,no
33959,no
33960,no
33961,no
33962,no
33963,no
33964,no
33965,no
33966,no
33967,no
33969,no
33970,no
33971,no
33973,no
33975,no
33976,no
33977,no
33978,no
33979,no
33980,no
33981,no
33982,no
33983,no
33984,no
33985,no
33986,no
33989,no
33991,no
33992,no
33994,no
33995,no
33996,no
33997,yes
33998,no
33999,no
34001,yes
34002,no
34004,no
34005,no
34006,no
34007,no
34008,no
34010,no
34011,no
34012,no
34013,no
34014,no
34015,no
34016,no
34017,no
34018,yes
34019,no
34020,no
34021,no
34022,no
34025,yes
34026,no
34027,no
34030,no
34032,no
34034,yes
34035,no
34036,no
34037,no
34039,no
34041,no
34042,no
34043,no
34044,no
34045,no
34046,no
34047,yes
34049,no
34050,yes
34051,no
34052,no
34053,no
34054,no
34056,no
34057,no
34058,no
34059,no
34060,no
34061,no
34062,no
34063,no
34064,no
34065,yes
34066,no
34069,no
34074,no
34076,no
34077,no
34079,no
34080,no
34081,no
34082,no
34083,no
34084,no
34085,no
34086,no
34087,no
34088,yes
34089,no
34090,no
34091,no
34092,no
34093,yes
34094,yes
34096,no
34098,no
34099,no
34101,no
34102,no
34105,no
34106,no
34107,no
34108,no
34109,no
34112,no
34113,no
34114,no
34115,no
34116,no
34117,no
34118,no
34120,no
34121,no
34122,no
34124,no
34125,no
34127,no
34128,no
34129,no
34130,no
34131,no
34132,no
34133,no
34135,no
34136,yes
34138,no
34139,no
34140,no
34142,no
34146,no
34147,no
34148,no
34150,no
34151,no
34153,no
34154,no
34155,no
34156,no
34157,no
34158,no
34159,no
34161,no
34162,no
34164,no
34165,yes
34166,no
34168,no
34169,no
34170,no
34172,no
34173,no
34175,no
34176,no
34177,no
34178,no
34179,no
34180,no
34181,no
34183,no
34184,no
34187,no
34189,no
34190,no
34193,no
34194,no
34196,yes
34197,no
34198,no
34199,no
34200,no
34201,yes
34204,yes
34205,yes
34207,no
34208,no
34210,no
34212,yes
34213,yes
34214,no
34215,no
34219,no
34220,no
34221,no
34222,no
34223,no
34224,no
34225,no
34227,no
34228,no
34229,no
34230,no
34233,no
34235,no
34236,no
34237,no
34239,no
34240,no
34241,no
34242,no
34243,no
34244,no
34245,no
34246,no
34247,no
34248,no
34250,no
34251,no
34253,no
34254,no
34255,no
34257,no
34260,no
34262,no
34263,no
34264,no
34265,no
34266,no
34267,no
34268,no
34269,no
34270,no
34271,no
34272,no
34273,no
34275,yes
34276,no
34277,no
34278,no
34279,no
34280,no
34282,no
34283,no
34284,yes
34285,no
34286,no
34287,no
34290,no
34293,no
34295,no
34296,no
34297,no
34298,no
34300,no
34301,yes
34302,no
34303,no
34304,no
34305,no
34307,no
34308,no
34309,no
34310,no
34311,no
34312,no
34313,no
34314,no
34316,no
34319,no
34320,no
34322,no
34323,no
34324,no
34326,no
34327,no
34328,yes
34329,no
34330,yes
34332,no
34333,no
34334,no
34336,no
34337,no
34339,no
34341,no
34342,no
34343,no
34344,no
34346,no
34347,no
34348,no
34349,no
34350,no
34351,no
34352,no
34354,no
34355,no
34356,no
34357,no
34358,no
34359,yes
34361,no
34362,no
34363,no
34366,no
34368,no
34369,no
34370,no
34372,no
34374,no
34375,yes
34376,no
34377,no
34378,no
34379,no
34381,no
34383,yes
34384,no
34385,no
34387,no
34388,no
34389,yes
34390,no
34391,no
34392,no
34393,no
34394,no
34396,no
34397,no
34398,no
34399,yes
34400,no
34402,no
34403,no
34405,yes
34406,no
34407,yes
34408,no
34409,no
34410,yes
34411,no
34412,no
34415,no
34416,no
34417,no
34418,no
34419,no
34420,no
34421,no
34422,no
34423,no
34425,yes
34426,no
34427,no
34428,yes
34429,no
34431,no
34433,yes
34435,no
34436,no
34438,no
34439,no
34441,no
34442,no
34444,no
34446,no
34448,no
34449,no
34450,no
34451,no
34453,no
34454,yes
34455,no
34456,no
34457,no
34459,no
34460,no
34461,no
34462,no
34464,no
34467,no
34469,no
34470,yes
34471,no
34472,no
34473,no
34474,yes
34475,no
34476,no
34477,no
34478,no
34480,no
34481,no
34482,no
34483,no
34484,no
34485,no
34486,no
34489,no
34490,no
34491,no
34492,no
34493,no
34495,no
34496,no
34497,no
34499,no
34500,no
34502,no
34504,no
34506,yes
34507,no
34508,no
34509,no
34510,no
34513,no
34514,no
34515,no
34516,no
34517,no
34518,no
34519,no
34520,no
34522,no
34523,yes
34524,no
34525,no
34526,no
34527,no
34528,no
34530,no
34531,no
34532,no
34533,no
34534,no
34536,no
34537,no
34538,no
34541,no
34542,no
34543,no
34544,no
34548,no
34549,no
34550,no
34551,no
34552,no
34553,no
34558,no
34559,no
34560,no
34562,no
34564,no
34566,no
34567,no
34569,no
34570,no
34571,no
34572,no
34573,no
34574,no
34576,no
34577,no
34578,no
34580,no
34581,no
34582,no
34583,no
34584,no
34585,no
34587,no
34589,no
34590,no
34591,no
34593,yes
34595,no
34597,no
34598,no
34599,no
34600,no
34601,yes
34602,no
34604,no
34605,no
34606,no
34607,yes
34608,no
34609,no
34611,yes
34612,no
34616,no
34617,no
34618,no
34619,no
34620,yes
34621,no
34623,no
34624,no
34628,no
34629,no
34630,no
34631,no
34632,no
34633,no
34634,no
34635,no
34636,no
34637,no
34639,no
34640,no
34642,no
34643,no
34644,no
34645,no
34646,no
34647,no
34648,yes
34649,no
34650,no
34652,yes
34653,no
34654,yes
34655,no
34658,no
34659,no
34660,no
34661,no
34663,no
34665,no
34666,no
34667,yes
34668,no
34669,no
34673,no
34675,yes
34676,no
34677,no
34678,no
34679,no
34680,no
34681,no
34682,no
34683,no
34684,no
34685,no
34687,no
34688,no
34689,no
34690,no
34691,no
34693,no
34694,no
34695,no
34696,no
34699,no
34700,no
34701,no
34702,no
34703,no
34704,no
34705,no
34706,no
34707,no
34708,no
34709,no
34710,no
34711,no
34712,no
34714,no
34715,no
34716,no
34717,no
34718,yes
34720,no
34721,yes
34723,no
34724,no
34725,no
34726,no
34728,no
34729,no
34730,yes
34731,no
34732,no
34733,no
34736,no
34737,yes
34738,no
34739,no
34741,no
34742,no
34743,yes
34744,yes
34745,no
34746,no
34747,no
34748,no
34749,no
34750,no
34752,no
34754,no
34755,no
34756,no
34757,no
34758,no
34759,no
34760,no
34762,no
34764,no
34765,no
34766,no
34767,no
34768,no
34769,no
34770,no
34771,no
34772,no
34773,no
34774,no
34776,no
34777,no
34778,no
34780,no
34781,no
34782,no
34783,no
34784,no
34785,no
34786,no
34787,no
34788,no
34789,no
34792,no
34793,no
34794,no
34795,no
34797,no
34798,no
34799,no
34800,no
34801,no
34802,no
34803,no
34804,no
34805,no
34806,no
34807,no
34808,no
34810,no
34811,no
34812,no
34813,no
34816,no
34817,no
34818,no
34819,no
34820,no
34821,no
34822,no
34824,no
34825,no
34826,no
34827,yes
34828,no
34830,no
34831,no
34833,no
34836,no
34837,no
34838,yes
34839,no
34840,yes
34841,no
34842,no
34843,no
34845,no
34846,no
34847,no
34848,no
34849,no
34850,no
34851,no
34852,no
34853,no
34855,no
34856,no
34857,no
